gene	geneLabel	cloneA	cloneALabel	cloneB	cloneBLabel	exprA	exprB	foldChange
http://example.org/mcbo#gene_TP53	TP53	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	100.0	90.0	
http://example.org/mcbo#gene_TP53	TP53	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	100.0	200.0	
http://example.org/mcbo#gene_TP53	TP53	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	120.0	100.0	
http://example.org/mcbo#gene_TP53	TP53	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	120.0	120.0	
http://example.org/mcbo#gene_TP53	TP53	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	120.0	90.0	
http://example.org/mcbo#gene_TP53	TP53	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	120.0	200.0	
http://example.org/mcbo#gene_TP53	TP53	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	90.0	100.0	
http://example.org/mcbo#gene_TP53	TP53	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	90.0	120.0	
http://example.org/mcbo#gene_TP53	TP53	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	90.0	90.0	
http://example.org/mcbo#gene_TP53	TP53	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	90.0	200.0	
http://example.org/mcbo#gene_TP53	TP53	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	200.0	100.0	
http://example.org/mcbo#gene_TP53	TP53	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	200.0	120.0	
http://example.org/mcbo#gene_TP53	TP53	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	200.0	90.0	
http://example.org/mcbo#gene_TP53	TP53	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	200.0	200.0	
http://example.org/mcbo#gene_TP53	TP53	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	100.0	100.0	
http://example.org/mcbo#gene_TP53	TP53	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	100.0	120.0	
http://example.org/mcbo#gene_TP53	TP53	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	100.0	90.0	
http://example.org/mcbo#gene_TP53	TP53	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	100.0	200.0	
http://example.org/mcbo#gene_TP53	TP53	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	120.0	100.0	
http://example.org/mcbo#gene_TP53	TP53	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	120.0	120.0	
http://example.org/mcbo#gene_TP53	TP53	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	120.0	90.0	
http://example.org/mcbo#gene_TP53	TP53	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	120.0	200.0	
http://example.org/mcbo#gene_TP53	TP53	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	90.0	100.0	
http://example.org/mcbo#gene_TP53	TP53	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	90.0	120.0	
http://example.org/mcbo#gene_TP53	TP53	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	90.0	90.0	
http://example.org/mcbo#gene_TP53	TP53	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	90.0	200.0	
http://example.org/mcbo#gene_TP53	TP53	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	200.0	100.0	
http://example.org/mcbo#gene_TP53	TP53	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	200.0	120.0	
http://example.org/mcbo#gene_TP53	TP53	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	200.0	90.0	
http://example.org/mcbo#gene_TP53	TP53	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	200.0	200.0	
http://example.org/mcbo#gene_VEGFA	VEGFA	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	50.0	50.0	
http://example.org/mcbo#gene_VEGFA	VEGFA	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	50.0	80.0	
http://example.org/mcbo#gene_VEGFA	VEGFA	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	50.0	120.0	
http://example.org/mcbo#gene_VEGFA	VEGFA	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	50.0	30.0	
http://example.org/mcbo#gene_VEGFA	VEGFA	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	80.0	50.0	
http://example.org/mcbo#gene_VEGFA	VEGFA	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	80.0	80.0	
http://example.org/mcbo#gene_VEGFA	VEGFA	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	80.0	120.0	
http://example.org/mcbo#gene_VEGFA	VEGFA	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	80.0	30.0	
http://example.org/mcbo#gene_VEGFA	VEGFA	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	120.0	50.0	
http://example.org/mcbo#gene_VEGFA	VEGFA	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	120.0	80.0	
http://example.org/mcbo#gene_VEGFA	VEGFA	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	120.0	120.0	
http://example.org/mcbo#gene_VEGFA	VEGFA	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	120.0	30.0	
http://example.org/mcbo#gene_VEGFA	VEGFA	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	30.0	50.0	
http://example.org/mcbo#gene_VEGFA	VEGFA	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	30.0	80.0	
http://example.org/mcbo#gene_VEGFA	VEGFA	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	30.0	120.0	
http://example.org/mcbo#gene_VEGFA	VEGFA	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	30.0	30.0	
http://example.org/mcbo#gene_VEGFA	VEGFA	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	50.0	50.0	
http://example.org/mcbo#gene_VEGFA	VEGFA	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	50.0	80.0	
http://example.org/mcbo#gene_VEGFA	VEGFA	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	50.0	120.0	
http://example.org/mcbo#gene_VEGFA	VEGFA	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	50.0	30.0	
http://example.org/mcbo#gene_VEGFA	VEGFA	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	80.0	50.0	
http://example.org/mcbo#gene_VEGFA	VEGFA	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	80.0	80.0	
http://example.org/mcbo#gene_VEGFA	VEGFA	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	80.0	120.0	
http://example.org/mcbo#gene_VEGFA	VEGFA	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	80.0	30.0	
http://example.org/mcbo#gene_VEGFA	VEGFA	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	120.0	50.0	
http://example.org/mcbo#gene_VEGFA	VEGFA	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	120.0	80.0	
http://example.org/mcbo#gene_VEGFA	VEGFA	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	120.0	120.0	
http://example.org/mcbo#gene_VEGFA	VEGFA	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	120.0	30.0	
http://example.org/mcbo#gene_VEGFA	VEGFA	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	30.0	50.0	
http://example.org/mcbo#gene_VEGFA	VEGFA	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	30.0	80.0	
http://example.org/mcbo#gene_VEGFA	VEGFA	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	30.0	120.0	
http://example.org/mcbo#gene_VEGFA	VEGFA	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	30.0	30.0	
